PAD	0
SEP	1
MASK	2
UNK	3
CLS	4
NO_OP	5
START	6
00001740	7
00001930	8
00002137	9
00002325	10
00002452	11
00002684	12
00002724	13
00002942	14
00003316	15
00003356	16
00003431	17
00003553	18
00003826	19
00004032	20
00004258	21
00004475	22
00004819	23
00005041	24
00005526	25
00006032	26
00006238	27
00006336	28
00006484	29
00006523	30
00006697	31
00007012	32
00007328	33
00007347	34
00007739	35
00008055	36
00008435	37
00008602	38
00009147	39
00009492	40
00009631	41
00009978	42
00010054	43
00010241	44
00010435	45
00011551	46
00011757	47
00011982	48
00012267	49
00012434	50
00012944	51
00013172	52
00013328	53
00013615	54
00013858	55
00013887	56
00014034	57
00014201	58
00014549	59
00014742	60
00015163	61
00015303	62
00015388	63
00015498	64
00015806	65
00015946	66
00016183	67
00016380	68
00016756	69
00016855	70
00017222	71
00017282	72
00017531	73
00017674	74
00017865	75
00018158	76
00018526	77
00018813	78
00019128	79
00019131	80
00019182	81
00019448	82
00019792	83
00020090	84
00020671	85
00020827	86
00020926	87
00021065	88
00021554	89
00021766	90
00021826	91
00021939	92
00021997	93
00022099	94
00022316	95
00022903	96
00023100	97
00023271	98
00023383	99
00023473	100
00023773	101
00023868	102
00024047	103
00024264	104
00024649	105
00024720	106
00024814	107
00025034	108
00025203	109
00025654	110
00025985	111
00026153	112
00026192	113
00026385	114
00026734	115
00026941	116
00027064	117
00027167	118
00027268	119
00027705	120
00027807	121
00028010	122
00028270	123
00028362	124
00028565	125
00028651	126
00029025	127
00029336	128
00029378	129
00029677	130
00029836	131
00030010	132
00030142	133
00030358	134
00030647	135
00031264	136
00031540	137
00031663	138
00031820	139
00031921	140
00032539	141
00032613	142
00032778	143
00032823	144
00032981	145
00033020	146
00033599	147
00033615	148
00033852	149
00034115	150
00034213	151
00034288	152
00034574	153
00034758	154
00035189	155
00035603	156
00035758	157
00036178	158
00036362	159
00036580	160
00036762	161
00036780	162
00037298	163
00037396	164
00037514	165
00037919	166
00038262	167
00038365	168
00038573	169
00038687	170
00039021	171
00039297	172
00039592	173
00039950	174
00040152	175
00040188	176
00040325	177
00040353	178
00040685	179
00040804	180
00040928	181
00041188	182
00041899	183
00042311	184
00042457	185
00042541	186
00042757	187
00043116	188
00043195	189
00043411	190
00043480	191
00043609	192
00043683	193
00043765	194
00043902	195
00043912	196
00044037	197
00044149	198
00044150	199
00044353	200
00044673	201
00044797	202
00044900	203
00045064	204
00045145	205
00045240	206
00045250	207
00045639	208
00045646	209
00045817	210
00045907	211
00046022	212
00046109	213
00046151	214
00046177	215
00046344	216
00046522	217
00046534	218
00046639	219
00047018	220
00047172	221
00047317	222
00047745	223
00047945	224
00048129	225
00048225	226
00048374	227
00048633	228
00048790	229
00048828	230
00048912	231
00049003	232
00049102	233
00049309	234
00049483	235
00049636	236
00049669	237
00049770	238
00049900	239
00050195	240
00050454	241
00050652	242
00050693	243
00051045	244
00051060	245
00051170	246
00051511	247
00051525	248
00051712	249
00051761	250
00051942	251
00052043	252
00052146	253
00052334	254
00052374	255
00052548	256
00052672	257
00052791	258
00052845	259
00053097	260
00053159	261
00053609	262
00053656	263
00053913	264
00054285	265
00054628	266
00054821	267
00055010	268
00055142	269
00055315	270
00055539	271
00055633	272
00055871	273
00056188	274
00056334	275
00056688	276
00056912	277
00056930	278
00057162	279
00057486	280
00057665	281
00057748	282
00057895	283
00058002	284
00058014	285
00058135	286
00058337	287
00058401	288
00058516	289
00058645	290
00058743	291
00058794	292
00058897	293
00059019	294
00059127	295
00059552	296
00059728	297
00059989	298
00060063	299
00060185	300
00060201	301
00060477	302
00061014	303
00061290	304
00061401	305
00061595	306
00061598	307
00061792	308
00061917	309
00061933	310
00062133	311
00062203	312
00062397	313
00062451	314
00062582	315
00062806	316
00063277	317
00063291	318
00063652	319
00063724	320
00064095	321
00064151	322
00064370	323
00064479	324
00064504	325
00064643	326
00064789	327
00064889	328
00065070	329
00065184	330
00065370	331
00065575	332
00065639	333
00065791	334
00066025	335
00066216	336
00066636	337
00066685	338
00066901	339
00067274	340
00067545	341
00067990	342
00067999	343
00068333	344
00068467	345
00068617	346
00068627	347
00068740	348
00068858	349
00069060	350
00069166	351
00069295	352
00069531	353
00069879	354
00070641	355
00070816	356
00071178	357
00071646	358
00071803	359
00071864	360
00072012	361
00072261	362
00072473	363
00072730	364
00072808	365
00072897	366
00072989	367
00073032	368
00073177	369
00073525	370
00073584	371
00073813	372
00073828	373
00074038	374
00074453	375
00074624	376
00074641	377
00074790	378
00075135	379
00075283	380
00075421	381
00075471	382
00075515	383
00075618	384
00075708	385
00075790	386
00075912	387
00076072	388
00076114	389
00076196	390
00076323	391
00076341	392
00076393	393
00076400	394
00076563	395
00076884	396
00077071	397
00077419	398
00077645	399
00077698	400
00077950	401
00077981	402
00078760	403
00079018	404
00079398	405
00080169	406
00080304	407
00080456	408
00080705	409
00081509	410
00081572	411
00081671	412
00081725	413
00081836	414
00082081	415
00082241	416
00082308	417
00082563	418
00082714	419
00082929	420
00083260	421
00083523	422
00083809	423
00083975	424
00084371	425
00084562	426
00084738	427
00085046	428
00085219	429
00085432	430
00085626	431
00085678	432
00085907	433
00086077	434
00086320	435
00086835	436
00087152	437
00087218	438
00087290	439
00087423	440
00087454	441
00087663	442
00087849	443
00088481	444
00088532	445
00088713	446
00088725	447
00089027	448
00089154	449
00089324	450
00089351	451
00089657	452
00090186	453
00090253	454
00090386	455
00090708	456
00090779	457
00090888	458
00091311	459
00091968	460
00092293	461
00092366	462
00092690	463
00093006	464
00093127	465
00093163	466
00093483	467
00093593	468
00093979	469
00094001	470
00094240	471
00094312	472
00094448	473
00094460	474
00094500	475
00095121	476
00095280	477
00095377	478
00095502	479
00095595	480
00095870	481
00095873	482
00095971	483
00096343	484
00096513	485
00096520	486
00096648	487
00096766	488
00096969	489
00097179	490
00097394	491
00097621	492
00098517	493
00098770	494
00099517	495
00099588	496
00099721	497
00099951	498
00100044	499
00100235	500
00100543	501
00100551	502
00100905	503
00101191	504
00101277	505
00101609	506
00101629	507
00101779	508
00101800	509
00101956	510
00102303	511
00102457	512
00102586	513
00102779	514
00102791	515
00102927	516
00102974	517
00103140	518
00103419	519
00103619	520
00103696	521
00103834	522
00103875	523
00104026	524
00104147	525
00104299	526
00104539	527
00104868	528
00104976	529
00105164	530
00105333	531
00105554	532
00105624	533
00105778	534
00105820	535
00106272	536
00106592	537
00107231	538
00107739	539
00107875	540
00107943	541
00108181	542
00108303	543
00108475	544
00109081	545
00109389	546
00109660	547
00110057	548
00110964	549
00111222	550
00112628	551
00113663	552
00113726	553
00113818	554
00113853	555
00114052	556
00114095	557
00114291	558
00114431	559
00114615	560
00114837	561
00115036	562
00115157	563
00115667	564
00115803	565
00116376	566
00116619	567
00116687	568
00117124	569
00117267	570
00117385	571
00117578	572
00117959	573
00117985	574
00118066	575
00118268	576
00118523	577
00118552	578
00118733	579
00119074	580
00119079	581
00119210	582
00119266	583
00119297	584
00119524	585
00119568	586
00120010	587
00120095	588
00120316	589
00120515	590
00120943	591
00121046	592
00121166	593
00121366	594
00121645	595
00121678	596
00121865	597
00122106	598
00122338	599
00122626	600
00122661	601
00122954	602
00123170	603
00123234	604
00123430	605
00123783	606
00124442	607
00124617	608
00125126	609
00125436	610
00125629	611
00125633	612
00125841	613
00126236	614
00126264	615
00126584	616
00126721	617
00127286	618
00127531	619
00127672	620
00128477	621
00128867	622
00128976	623
00129089	624
00129317	625
00129743	626
00130093	627
00130347	628
00131426	629
00132219	630
00132756	631
00132982	632
00133338	633
00133851	634
00133978	635
00133981	636
00134099	637
00134136	638
00134328	639
00134472	640
00134564	641
00134574	642
00134737	643
00134780	644
00135013	645
00135285	646
00135311	647
00135504	648
00135578	649
00135637	650
00135718	651
00135799	652
00135857	653
00136048	654
00136152	655
00136254	656
